C.P.;Dirección;Horario;Latitud;Localidad;Longitud (WGS84);Margen;Municipio;Precio Adblue;Precio Amoniaco;Precio Biodiesel;Precio Bioetanol;Precio Biogas Natural Comprimido;Precio Biogas Natural Licuado;Precio Diésel Renovable;Precio Gas Natural Comprimido;Precio Gas Natural Licuado;Precio Gases licuados del petróleo;Precio Gasoleo A;Precio Gasoleo B;Precio Gasoleo Premium;Precio Gasolina 95 E10;Precio Gasolina 95 E25;Precio Gasolina 95 E5;Precio Gasolina 95 E5 Premium;Precio Gasolina 95 E85;Precio Gasolina 98 E10;Precio Gasolina 98 E5;Precio Gasolina Renovable;Precio Hidrogeno;Precio Metanol;Provincia;Remisión;Rótulo;Tipo Venta;% BioEtanol;% Éster metílico;IDEESS;IDMunicipio;IDProvincia;IDCCAA
09585;POLIGONO POLIGONO INDUSTRIAL PARCELA 9A, 9;L-D: 24H;43.158583;SANTECILLA;-3,235833;N;Valle de Mena;0.6;;;;;;;;;;1.529;;;;;1.499;;;;;;;;BURGOS;dm;BEROIL;P;0,0;0,0;13638;1483;09;08
09210;CARRETERA BU-530 KM. 11,800;"L-V: 07:00-18:45; S-D: 09:15-18:45";42.790083;QUINTANA MARTIN GALINDEZ;-3,264778;D;Valle de Tobalina;;;;;;;;;;;1.779;;;;;1.669;;;;;;;;BURGOS;dm;TOBALINOIL;P;0,0;0,0;10980;1487;09;08
09572; CTRA N-623  BURGOS-SANTANDER  KM 83, ;L-D: 08:00-21:45;42.970556;CILLERUELO DE BEZANA;-3,849417;I;Valle de Valdebezana;;;;;;;;;;;1.629;;1.679;;;1.578;;;;1.628;;;;BURGOS;dm;AVIA;P;0,0;0,0;4940;1488;09;08
09127;CARRETERA NACIONAL 627 KM. 66,150;L: 07:00-23:00;42.739889;FUENCALIENTE DE LUCIO;-4,141444;D;Valle de Valdelucio;0.6;;;;;;;;;;1.539;;1.549;;;1.499;;;;;;;;BURGOS;dm;BEROIL;P;0,0;0,0;5056;1490;09;08
09120;C-627 km 39,5;L-D: 08:00-21:00;42.512111;VILLADIEGO;-4,010778;D;Villadiego;;;;;;;;;;;1.649;;1.749;;;1.599;;;;1.699;;;;BURGOS;dm;CEPSA;P;0,0;0,0;5019;1499;09;08
09195;CARRETERA MADRID-IRUN KM. 232,8;L-D: 07:00-23:00;42.290056;VILLAGONZALO PEDERNALES;-3,703306;D;Villagonzalo Pedernales;0.969;;;;;;1.749;;;;1.679;;;;;1.629;;;;1.739;;;;BURGOS;dm;REPSOL;P;0,0;0,0;5993;1506;09;08
09195;CTRA.N-620 km 6,6;L-D: 24H;42.306722;VILLAGONZALO PEDERNALES;-3,732250;I;Villagonzalo Pedernales;;;;;;;;;;;1.689;;1.75;;;1.639;;;;1.749;;;;BURGOS;dm;SHELL;P;0,0;0,0;8406;1506;09;08
09195;CARRETERA NACIONAL A-1 KM. 232,8;L-D: 07:00-23:00;42.290333;VILLAGONZALO PEDERNALES;-3,704944;I;Villagonzalo Pedernales;0.969;;;;;;;;;;1.679;;1.739;;;1.629;;;;1.739;;;;BURGOS;dm;REPSOL;P;0,0;0,0;5994;1506;09;08
09195;CR A-62, 5,7;L-D: 24H;42.309056;VILLAGONZALO PEDERNALES;-3,723556;D;Villagonzalo Pedernales;;;;;;;1.749;;;;1.639;;;;;1.615;;;;1.725;;;;BURGOS;OM;REPSOL;P;0,0;0,0;5076;1506;09;08
09195;CARRETERA MADRID IRUN KM. 243;L-D: 24H;42.308861;VILLAGONZALO PEDERNALES;-3,702722;D;Villagonzalo Pedernales;;;;;;;;;;;1.529;;;;;1.499;;;;;;;;BURGOS;dm;BEROIL;P;0,0;0,0;13236;1506;09;08
09197;CARRETERA CARRETERA NACIONAL 120 KM. 119;L-D: 07:00-23:00;42.340889;VILLALBILLA DE BURGOS;-3,767000;I;Villalbilla de Burgos;1.0;;;;;;1.749;;;;1.689;1.409;;;;1.619;;;;1.719;;;;BURGOS;dm;REPSOL;P;0,0;0,0;6008;1509;09;08
09390;CARRETERA CRTA A-1,  MADRID-BURGOS KM. 203;L-D: 24H;42.040694;VILLALMANZO;-3,752778;I;Villalmanzo;0.979;;;;;;1.799;;;;1.749;1.489;;;;1.669;;;;1.809;;;;BURGOS;dm;REPSOL;P;0,0;0,0;6026;1512;09;08
09390;CARRETERA MADRID-IRUN  EN  VILLALMANZO KM. 203,8;L-V: 09:00-14:00 y 16:00-19:00;42.043611;VILLALMANZO;-3,750306;I;Villalmanzo;0.59;;;;;;;;;;1.607;;;;;1.519;;;;;;;;BURGOS;dm;COOP. ARLANZA;P;0,0;0,0;9306;1512;09;08
09390;CARRETERA A-1, MADRID-BURGOS KM. 203,000;L-D: 24H;42.041028;VILLALMANZO;-3,751667;D;Villalmanzo;0.979;;;;;;1.799;;;;1.749;1.489;;;;1.669;;;;1.809;;;;BURGOS;dm;REPSOL;P;0,0;0,0;6025;1512;09;08
09130;LOGROÑO-VIGO km 134,5;L-D: 07:00-22:00;42.379861;VILLANUEVA DE ARGAÑO;-3,928167;D;Villanueva de Argaño;0.699;;;;;;;;;;1.529;1.23;1.549;;;1.489;;;;1.55;;;;BURGOS;dm;E.S.SAIZ;P;0,0;0,0;4750;1519;09;08
09226;CARRETERA N-620A KM. 32,3;L-D: 24H;42.219944;VILLANUEVA DE LAS CARRETAS;-3,999139;D;Villaquirán de los Infantes;0.819;;;;;;;;;;1.659;1.429;1.739;;;1.579;;;;1.679;;;;BURGOS;dm;CEPSA;P;0,0;0,0;5024;1524;09;08
09550;C-629 (POLÍGONO LAS MERINDADES) km 62KMS;L: 07:00-23:00;42.920389;VILLARCAYO;-3,581222;N;Villarcayo de Merindad de Castilla la Vieja;;;;;;;;;;;1.469;1.319;;;;1.479;;;;;;;;BURGOS;dm;AVIA;P;0,0;0,0;4737;1525;09;08
09556;CALLE CALLE SAN ROQUE (CARRETERA BURGOS-VILLARCAYO), 13;L-D: 07:30-23:00;42.940389;VILLARCAYO;-3,570556;I;Villarcayo de Merindad de Castilla la Vieja;;;;;;;;;;;1.463;1.119;;;;1.399;;;;;;;;BURGOS;dm;E.S. RIVERA;P;0,0;0,0;4934;1525;09;08
09226;AUTOVIA A-62 KM. 34;L-D: 07:30-22:00;42.189111;VILLAZOPEQUE;-4,036889;N;Villazopeque;;;;;;;;;;;1.659;;1.759;;;1.599;;;;1.709;;;;BURGOS;dm;BP;P;0,0;0,0;5039;1533;09;08
24761;CARRETERA LA BAÑEZA KM. 35;L-D: 08:00-23:00;42.135111;ALIJA DEL INFANTADO;-5,832583;D;Alija del Infantado;;;;;;;;;;;1.699;;1.769;;;1.589;;;;;;;;LEÓN;dm;ALIJA ENERGIA;P;0,0;0,0;4733;3595;24;08
24796;CARRETERA LE-412 KM. 3,850;L-D: 24H;42.155861;GRAJAL DE RIBERA;-5,646722;D;Antigua (La);0.95;;;;;;;;;;1.701;;1.789;;;1.599;;;;1.699;;;;LEÓN;dm;BEROIL;P;0,0;0,0;11488;3597;24;08
24232;CARRETERA N-630 KM. 161,500;"L-V: 08:00-22:00; S: 08:00-15:00; D: 15:00-22:00";42.462444;ARDON;-5,579694;I;Ardón;;;;;;;;;;;1.619;1.349;1.649;;;1.529;;;;1.619;;;;LEÓN;dm;CAMPSA;P;0,0;0,0;5071;3598;24;08
24700;AUTOVIA A-6 KM. 326;L-D: 07:30-21:30;42.444917;ASTORGA;-6,079889;I;Astorga;;;;;;;;;;;1.665;;1.745;;;1.553;;;;1.652;;;;LEÓN;dm;CEPSA;P;0,0;0,0;5081;3600;24;08
24700;CR N-6, 325;L-D: 07:00-23:00;42.459917;ASTORGA;-6,064389;D;Astorga;;;;;;;1.765;;;;1.655;1.34;;;;1.579;1.649;;;1.689;;;;LEÓN;OM;REPSOL;P;0,0;0,0;5540;3600;24;08
24700;AVENIDA MADRID - CORUÑA, 394;L-D: 24H;42.465361;ASTORGA;-6,074111;D;Astorga;;;;;;;;;;;1.599;;;;;1.499;;;;;;;;LEÓN;dm;PETROAS;P;0,0;0,0;13163;3600;24;08
24750;CARRETERA ALIJA KM. 1,400;L-D: 24H;42.289694;BAÑEZA (LA);-5,894417;I;Bañeza (La);0.799;;;;;;;;;;1.669;;;;;1.599;;;;;;;;LEÓN;dm;AVIA;P;0,0;0,0;9044;3602;24;08
24750;CARRETERA N-VI KM. 302,6;L-D: 24H;42.304444;BAÑEZA (LA);-5,898028;I;Bañeza (La);;;;;;;;;;;1.719;1.5;1.799;;;1.619;;;;1.709;;;;LEÓN;dm;CEPSA;P;0,0;0,0;6070;3602;24;08
24750;AUTOVIA A6 KM. 303;L-D: 24H;42.287833;BAÑEZA (LA);-5,914278;D;Bañeza (La);;;;;;;;;;;1.709;;1.839;;;1.589;;;;;;;;LEÓN;dm;CEPSA;P;0,0;0,0;13027;3602;24;08
24750;AVENIDA PORTUGAL, 46;L-D: 07:00-22:00;42.292389;BAÑEZA (LA);-5,911417;N;Bañeza (La);;;;;;;;;;0.889;1.669;;1.799;;;1.599;;;;1.699;;;;LEÓN;dm;GALP;P;0,0;0,0;5539;3602;24;08
24750;CALLE CAMINO ARROTE, SN;L-D: 24H;42.298083;BAÑEZA (LA);-5,889222;N;Bañeza (La);0.8;;;;;;;;;;1.569;;;;;;;;;;;;;LEÓN;dm;SDAD COOPERATIVA DE TRANSPORTES BAÑEZANA ;P;0,0;0,0;15408;3602;24;08
24750;CARRETERA MADRID KM. 64;L-D: 24H;42.304083;BAÑEZA (LA);-5,894778;D;Bañeza (La);;;;;;;;;;;1.599;;;;;1.479;;;;;;;;LEÓN;dm;PLENERGY;P;0,0;0,0;15694;3602;24;08
24750;CARRETERA N-VI KM. 303;L-D: 24H;42.305722;BAÑEZA (LA);-5,903250;N;Bañeza (La);;;;;;;;;;;1.589;;;;;1.499;;;;1.629;;;;LEÓN;dm;EROSKI;P;0,0;0,0;13608;3602;24;08
24300;ANTIGUA NACIONAL VI KM 368;"L-X: 08:00-15:00; V: 08:00-15:00; S: 09:00-14:00";42.608861;BEMBIBRE;-6,401389;D;Bembibre;;;;;;;;;;;1.615;;1.715;;;1.519;;;;1.679;;;;LEÓN;OM;REPSOL;P;0,0;0,0;5995;3605;24;08
24300;PARQUE INDUSTRIAL PARCELA H km ...;L-D: 00:00-00:01;42.618;BEMBIBRE;-6,463417;N;Bembibre;;;;;;;;;;;1.909;;2.1;;;1.899;;;;1.999;;;;LEÓN;dm;(SIN RÓTULO);P;0,0;0,0;4734;3605;24;08
24300;CALLE LOS JUNCOS, S/N;L-D: 07:00-23:00;42.619167;BEMBIBRE;-6,414611;D;Bembibre;;;;;;;;;;;1.659;;1.719;;;1.579;;;;1.679;;;;LEÓN;dm;DST;P;0,0;0,0;11352;3605;24;08
24318;POLIGONO POLIGONO INDUST. PIBASA  EN  BEMBIBRE, SN;"L-V: 07:00-21:00; S: 09:00-14:00; D: 16:00-21:00";42.623778;SAN ROMAN DE BEMBIBRE;-6,452250;D;Bembibre;0.99;;;;;;1.895;;;;1.679;;;;;1.599;;;;1.789;;;;LEÓN;dm;REPSOL;P;0,0;0,0;14571;3605;24;08
24850;AVENIDA MADRID, 28;L-D: 07:00-23:00;42.859028;BOÑAR;-5,324444;I;Boñar;;;;;;;;;;;1.639;;1.689;;;1.539;1.589;;;1.699;;;;LEÓN;OM;REPSOL;P;0,0;0,0;11012;3612;24;08
24715;CARRETERA CTRA. N-VI KM. 335;L-D: 24H;42.517306;COMBARROS;-6,125972;D;Brazuelo;1.345;;;;;;1.759;;;;1.679;;;;;1.589;;;;1.719;;;;LEÓN;dm;REPSOL;P;0,0;0,0;6014;3614;24;08
24343;CARRETERA LAS GRAÑERAS KM. S/N;L-D: 24H;42.418944;BURGO RANERO (EL);-5,215694;D;Burgo Ranero (El);0.799;;;;;;;;;;1.679;;;;;1.559;;;;1.669;;;;LEÓN;dm;AVIA;P;0,0;0,0;9041;3615;24;08
24224;POLIGONO PARCELAS 88 Y 89, S/N;L-D: 24H;42.395944;CABREROS DEL RIO;-5,512083;N;Cabreros del Río;0.73;;;;;;;;;;1.485;1.159;;;;1.382;;;;;;;;LEÓN;dm;AN ENERGÉTICOS UCOGAL;P;0,0;0,0;11318;3619;24;08
24540;CR N-6 401;L-D: 08:00-22:00;42.594917;CACABELOS;-6,720333;D;Cacabelos;;;;;;;1.739;;;;1.629;;;;;1.535;;;;;;;;LEÓN;OM;REPSOL;P;0,0;0,0;6037;3621;24;08
24225;CARRETERA A231 KM. 8;L-D: 07:00-23:00;42.454889;CAMPO DE VILLAVIDEL;-5,520889;D;Campo de Villavidel;;;;;;;;;;;1.655;;1.695;;;1.545;;;;1.685;;;;LEÓN;OM;REPSOL;P;0,0;0,0;6062;3624;24;08
24410;AUTOVIA A-6 KM. 396,7;L-D: 07:00-22:00;42.58525;CAMPONARAYA;-6,675389;D;Camponaraya;;;;;;;;;;;1.625;;1.725;;;1.529;;;;;;;;LEÓN;OM;PETRONOR;P;0,0;0,0;5063;3625;24;08
24410;AUTOVIA A6 KM. 394;L-D: 24H;42.587944;CAMPONARAYA;-6,675806;D;Camponaraya;;;;;;;;;;;1.689;;1.789;;;1.599;;;;1.749;;;;LEÓN;dm;CEPSA;P;0,0;0,0;14561;3625;24;08
24410;POLIGONO POLIGONO INDUSTRIAL DE CAMPONARAYA, S/N;"L-S: 06:00-23:00; D: 00:08-23:00";42.566694;CAMPONARAYA;-6,657917;D;Camponaraya;;;;;;;1.739;;;;1.629;;;;;1.529;;;;1.689;;;;LEÓN;OM;REPSOL;P;0,0;0,0;5050;3625;24;08
24270;CARRETERA LA BAÑEZA- LA MAGDALENA KM. 37;L: 07:30-21:00;42.604278;VILLANUEVA DE CARRIZO;-5,808528;I;Carrizo;;;;;;;;;;;1.63;;;;;1.53;;;;1.67;;;;LEÓN;dm;CARBUCRIAL;P;0,0;0,0;11141;3629;24;08
24123;CARRETERA CYL 626 KM. 80;L: 07:00-23:00;42.784111;CARROCERA;-5,787083;I;Carrocera;;;;;;;;;;;1.668;1.398;1.728;;;1.568;;;;1.678;;;;LEÓN;dm;E.S.CARGOSA;P;0,0;0,0;4948;3630;24;08
24441;CARRETERA NACIONAL 120 KM. 435,2;L-D: 24H;42.504472;BAROSA (LA);-6,824944;D;Carucedo;;;;;;;;;;;1.649;;;;;1.539;;;;;;;;LEÓN;dm;GASOLEOS CERECEDO;P;0,0;0,0;10717;3631;24;08
24734;CARRETERA LEON 125 KM. 22,500;"L-S: 07:00-22:00; D: 06:00-22:00";42.198361;NOGAREJAS;-6,109278;D;Castrocontrigo;;;;;;;;;;;1.669;;1.799;;;1.599;;;;1.699;;;;LEÓN;dm;GALP;P;0,0;0,0;11343;3636;24;08
24800;AVENIDA CONSTITUCION, 177;L-D: 07:00-23:00;42.809972;CISTIERNA;-5,130639;D;Cistierna;;;;;;;;;;;1.639;;1.689;;;1.539;;;;1.699;;;;LEÓN;OM;REPSOL;P;0,0;0,0;5519;3645;24;08
24950;PEDRO FERNANDEZ VALLADARES S/N;L-D: 00:00-00:01;42.761139;VIDANES;-5,137889;I;Cistierna;0.899;;;;;;;;;;1.569;;;;;1.469;;;;;;;;LEÓN;dm;FAST FUEL;P;0,0;0,0;10062;3645;24;08
24398;AUTOVIA A-6 KM. 374,8;L-D: 06:00-23:00;42.597833;ALMAZCARA;-6,504278;I;Congosto;0.99;;;;;;;;;1.119;1.699;;1.759;;;1.599;1.659;;;;;;;LEÓN;dm;MOEVE;P;0,0;0,0;4992;3646;24;08
24492;CARRETERA COMARCAL 631 KM. 8;"L-V: 07:00-22:00; S: 07:00-15:00";42.615778;CUBILLOS DEL SIL;-6,589972;I;Cubillos del Sil;;;;;;;;;;;1.619;;1.719;;;1.539;;;;;;;;LEÓN;OM;REPSOL;P;0,0;0,0;5977;3653;24;08
24420;AVENIDA BIERZO, 65;L-D: 07:00-23:00;42.7625;FABERO;-6,631611;D;Fabero;;;;;;;;;;;1.645;;1.745;;;1.519;;;;1.679;;;;LEÓN;OM;REPSOL;P;0,0;0,0;5516;3658;24;08
24223;CARRETERA LE512 KM. 21,000;L-D: 07:00-23:00;42.345972;FRESNO DE LA VEGA;-5,518750;I;Fresno de la Vega;;;;;;;;;;;1.68;;;;;1.582;;;;;;;;LEÓN;dm;PRIO;P;0,0;0,0;11049;3660;24;08
24286;CARRETERA NACIONAL 120 KM. 335;L: 06:00-22:00;42.458556;HOSPITAL DE ORBIGO;-5,882444;I;Hospital de Órbigo;;;;;;;;;;;1.667;1.353;1.709;;;1.553;1.613;;;1.633;;;;LEÓN;dm;CEPSA;P;0,0;0,0;4993;3668;24;08
24286;CARRETERA N-120 KM. 334,000;L-D: 24H;42.462389;PUENTE DE ORBIGO;-5,869194;I;Hospital de Órbigo;0.9;;;;;;;;;;1.559;;1.679;;;1.499;;;;;;;;LEÓN;dm;AREA DE SERVICIO URAL;P;0,0;0,0;12850;3668;24;08
24234;CARRETERA CTRA L411 PKM 11,2 KM. 11;"L-V: 08:00-20:30; S: 09:00-20:00; D: 10:00-14:00";42.235;LAGUNA DE NEGRILLOS;-5,665556;D;Laguna de Negrillos;;;;;;;;;;;1.629;;1.729;;;1.529;;;;;;;;LEÓN;OM;REPSOL;P;0,0;0,0;6034;3673;24;08
24003;AVENIDA ANTIBIOTICOS, S/N;L-D: 07:00-23:00;42.577972;LEON;-5,583944;D;León;;;;;;;;;;;1.619;;1.669;;;1.479;;;;1.619;;;;LEÓN;OM;GALP;P;0,0;0,0;5538;3674;24;08
24001;CL CRUZ ROJA DE LEON, S.N.;L-D: 24H;42.604667;LEON;-5,579194;D;León;;;;;;;;;;1.089;1.659;;1.699;;;1.555;;;;1.655;;;;LEÓN;OM;REPSOL;P;0,0;0,0;6057;3674;24;08
24004;PLAZA SAN FRANCISCO, S/N;"L-V: 07:00-21:30; S: 10:00-15:00 y 18:00-21:00";42.594222;LEON;-5,570389;D;León;;;;;;;;;;;1.675;;1.708;;;1.559;;;;;;;;LEÓN;dm;CEPSA;P;0,0;0,0;5523;3674;24;08
24008;CARRETERA CARBAJAL 85 KM. 1,3;L-D: 06:00-00:00;42.631861;LEON;-5,599417;N;León;;;;;;;;;;1.059;1.669;;1.759;;;1.569;;;;1.719;;;;LEÓN;dm;CEPSA;P;0,0;0,0;14577;3674;24;08
24007;AVENIDA JOSE MARIA GONZALEZ SUAREZ, S/N;L-D: 07:00-23:00;42.603028;LEON;-5,558028;D;León;;;;;;;;;;1.095;1.659;;1.699;;;1.545;;;;1.645;;;;LEÓN;OM;REPSOL;P;0,0;0,0;12967;3674;24;08
24007;CALLE LA SERNA, 86;L-D: 24H;42.60825;LEON;-5,556528;D;León;;;;;;;;;;1.073;1.649;;1.739;;;1.553;;;;1.633;;;;LEÓN;OM;MOEVE;P;0,0;0,0;9670;3674;24;08
24005;SECTOR LA LASTRA, PARCELA E-2-Q - CENTRO COMERCIAL LA LASTRA, S/N;L-D: 24H;42.580361;LEON;-5,566556;N;León;;;;;;;;;;;1.549;;1.569;;;1.419;;;;;;;;LEÓN;OM;BALLENOIL;P;0,0;0,0;16009;3674;24;08
24005;AVENIDA ALCALDE MIGUEL CASTAÑO, 125;L-D: 24H;42.583833;LEON;-5,557083;D;León;;;;;;;;;;;1.549;;1.569;;;1.419;;;;;;;;LEÓN;OM;BALLENOIL;P;0,0;0,0;14758;3674;24;08
24005;AVENIDA ALCALDE MIGUEL CASTAÑO, 119;L-D: 24H;42.584417;LEON;-5,557667;I;León;;;;;;;;;;;1.549;;;;;1.419;;;;;;;;LEÓN;dm;PETROPRIX;P;0,0;0,0;14440;3674;24;08
24005;AVENIDA ALCALDE MIGUEL CASTAÑO, 98;L-D: 24H;42.585611;LEON;-5,559389;D;León;;;;;;;;;;;1.659;;1.699;;;1.549;1.599;;;1.649;;;;LEÓN;OM;REPSOL;P;0,0;0,0;5541;3674;24;08
24005;CALLE ARRABAL, S/N;L-D: 24H;42.585917;LEON;-5,555667;N;León;;;;;;;;;;;1.639;;1.679;;;1.519;;;;1.639;;;;LEÓN;dm;CARREFOUR;P;0,0;0,0;12826;3674;24;08
24009;AVENIDA PORTUGAL, S/N;L-D: 00:06-22:00;42.585083;LEON;-5,590250;D;León;;;;;;;;;;;1.609;;1.689;;;1.499;;;;1.599;;;;LEÓN;OM;SHELL;P;0,0;0,0;8048;3674;24;08
24009;AVENIDA ANTIBIOTICOS, 41;L-D: 24H;42.585861;LEON;-5,584028;D;León;;;;;;;;;;;1.559;;1.619;;;1.419;;;;;;;;LEÓN;dm;E-LECLERC;P;0,0;0,0;14467;3674;24;08
24009;AVENIDA SAENZ DE MIERA S/N, S/N;"L-V: 07:00-21:00; S: 09:00-15:00 y 18:00-21:00";42.590833;LEON;-5,577389;I;León;;;;;;;;;;;1.639;;1.699;;;1.549;;;;1.709;;;;LEÓN;OM;REPSOL;P;0,0;0,0;4974;3674;24;08
24009;AVENIDA ANTIBIOTICOS, 63;L-D: 24H;42.574361;LEON;-5,582861;D;León;;;;;;;;;;;1.549;;1.569;;;1.419;;;;;;;;LEÓN;OM;BALLENOIL;P;0,0;0,0;14977;3674;24;08
24009;AVENIDA AGUSTINOS, 27;L-D: 24H;42.587833;LEON;-5,601111;I;León;;;;;;;;;;;1.549;;1.569;;;1.419;;;;;;;;LEÓN;OM;BALLENOIL;P;0,0;0,0;8777;3674;24;08
24010;AVENIDA PAIS LEONES, 12;"L-V: 07:00-23:00; S-D: 08:00-00:00";42.614222;LEON;-5,597917;D;León;;;;;;;;;;;1.579;;1.629;;;1.469;;;;1.579;;;;LEÓN;dm;PASO HONROSO;P;0,0;0,0;12005;3674;24;08
24009;CARRETERA N-630 KM. 149;"L-V: 08:00-21:30; S: 08:00-14:00";42.570917;ARMUNIA;-5,582444;I;León;;;;;;;;;;;1.639;;1.689;;;1.539;;;;1.699;;;;LEÓN;OM;REPSOL;P;0,0;0,0;6040;3674;24;08
24009;CARRETERA N-630 KM. 149;L-D: 07:00-22:00;42.572556;ARMUNIA;-5,583278;D;León;;;;;;;;;;;1.639;;1.689;;;1.539;;;;1.699;;;;LEÓN;OM;REPSOL;P;0,0;0,0;6039;3674;24;08
24192;CARRETERA VILECHA-TR KM. S/N;L-D: 24H;42.582222;LEON;-5,573972;N;León;0.849;;;;;;;;;;1.579;;1.629;;;1.469;;;;1.579;;;;LEÓN;dm;PASO HONROSO;P;0,0;0,0;4977;3674;24;08
24191;N-120 km 308;L-D: 07:00-23:00;42.590722;LEON;-5,616000;I;León;;;;;;;;;;;1.649;;1.739;;;1.539;;;;;;;;LEÓN;OM;BP LEON - TROBAJO MI;P;0,0;0,0;6022;3674;24;08
24191;CARRETERA C-623 KM. 3,4;L-D: 07:00-23:00;42.617306;LEON;-5,602306;D;León;;;;;;;;;;;1.649;;1.699;;;1.539;;;;1.649;;;;LEÓN;OM;PETRONOR;P;0,0;0,0;5530;3674;24;08
24210;CR N-601 308;L-D: 07:00-23:00;42.495472;MANSILLA DE LAS MULAS;-5,414389;I;Mansilla de las Mulas;;;;;;;1.759;;;;1.649;1.364;;;;1.549;;;;1.709;;;;LEÓN;OM;REPSOL;P;0,0;0,0;6024;3679;24;08
24217;CARRETERA N-601 KM. 312,4;L-D: 07:00-23:00;42.523611;MANSILLA MAYOR;-5,435583;D;Mansilla Mayor;;;;;;;;;;;1.649;;1.704;;;1.554;;;;1.709;;;;LEÓN;OM;GALP;P;0,0;0,0;5537;3680;24;08
24231;CARRETERA NACIONAL 630 KM. 153,6;L-D: 24H;42.534083;ONZONILLA;-5,584028;D;Onzonilla;0.799;;;;;;;;;;1.649;1.289;;;;1.539;;;;;;;;LEÓN;dm;VALCARCE;P;0,0;0,0;4912;3690;24;08
24231;POLIGONO INDUSTRIAL C/3 G-7B, S/N;L-D: 24H;42.540361;ONZONILLA;-5,575000;D;Onzonilla;0.799;;;;;;;;;;1.519;;;;;1.429;;;;1.619;;;;LEÓN;dm;GASOLEOS ARIAS MARTINEZ, S.L.;P;0,0;0,0;11750;3690;24;08
24231;CARRETERA N-630 KM. 154,500;L-D: 24H;42.526;ONZONILLA;-5,585333;D;Onzonilla;;;;;;;;;;;1.519;;;;;;;;;;;;;LEÓN;dm;PASO HONROSO;P;0,0;0,0;11600;3690;24;08
24470;CARRETERA C-631 KM. 36;L-D: 08:00-20:00;42.807139;PARAMO DEL SIL;-6,524778;D;Páramo del Sil;;;;;;;;;;;1.625;;1.725;;;1.525;;;;;;;;LEÓN;OM;REPSOL;P;0,0;0,0;6032;3695;24;08
24600;CTRA. GIJÓN-SEVILLA km 110,5;L: 07:00-23:00;42.86225;POLA DE GORDON (LA);-5,673722;D;Pola de Gordón (La);;;;;;;;;;;1.699;;;;;1.639;;;;1.799;;;;LEÓN;dm;SERVIGORDON;P;0,0;0,0;4910;3698;24;08
24400;CALLE MONTEARENAS (ANTIGUA N-VI), S/N;L-D: 07:00-23:00;42.550889;PONFERRADA;-6,576194;I;Ponferrada;;;;;;;1.749;;;;1.639;;;;;1.545;;;;1.655;;;;LEÓN;OM;REPSOL;P;0,0;0,0;5061;3699;24;08
24400;AVENIDA GALICIA, 86;"L-S: 07:00-22:00; D: 08:00-22:00";42.560583;PONFERRADA;-6,625694;D;Ponferrada;;;;;;;1.735;;;;1.625;;;;;1.525;;;;1.685;;;;LEÓN;OM;REPSOL;P;0,0;0,0;5988;3699;24;08
24400;POLIGONO AV DE MILAN 1, 8;L-D: 24H;42.554306;PONFERRADA;-6,617694;D;Ponferrada;;;;;;;;;;;1.525;;;;;1.425;;;;;;;;LEÓN;dm;PETROPRIX;P;0,0;0,0;14760;3699;24;08
24400;CALLE AVDA. DE LOS ESCRITORES, SN;L-D: 07:00-23:00;42.549333;PONFERRADA;-6,606694;D;Ponferrada;;;;;;;;;;;1.629;;1.709;;;1.519;1.569;;;1.679;;;;LEÓN;OM;REPSOL;P;0,0;0,0;6056;3699;24;08
24400;AVENIDA ASTURIAS, 137;L-D: 07:00-23:00;42.565278;PONFERRADA;-6,605778;I;Ponferrada;;;;;;;;;;;1.629;;1.729;;;1.519;;;;1.679;;;;LEÓN;OM;REPSOL;P;0,0;0,0;10923;3699;24;08
24400;AVENIDA LIBERTAD, S/N;L-D: 07:00-23:00;42.552333;PONFERRADA;-6,600833;I;Ponferrada;;;;;;;;;;;1.629;;1.709;;;1.519;;;;1.679;;;;LEÓN;OM;REPSOL;P;0,0;0,0;5527;3699;24;08
24400;AVENIDA DE GALICIA, 241;"L-V: 06:30-23:30; S-D: 07:00-23:00";42.565778;PONFERRADA;-6,638222;I;Ponferrada;0.799;;;;;;;;;;1.649;;1.689;;;1.539;;;;;;;;LEÓN;dm;VALCARCE;P;0,0;0,0;10523;3699;24;08
24400;AVENIDA MONTEARENAS  EN  PONFERRADA, S/N;L-D: 07:00-23:00;42.553806;PONFERRADA;-6,569222;D;Ponferrada;0.729;;;;;;;;;;1.649;;1.689;;;1.539;;;;;;;;LEÓN;dm;VALCARCE;P;0,0;0,0;13091;3699;24;08
24400;AVENIDA DE LA CONSTITUCIÓN, 2;L-D: 24H;42.55775;PONFERRADA;-6,602861;N;Ponferrada;;;;;;;;;;;1.599;;1.639;;;1.509;;;;1.669;;;;LEÓN;dm;CARREFOUR;P;0,0;0,0;11495;3699;24;08
24400;NACIONAL VI km 386.200;L: 06:00-23:00;42.56925;PONFERRADA;-6,600222;I;Ponferrada;0.84;;;;;;;;;;1.549;;1.649;;;1.449;;;;1.599;;;;LEÓN;dm;GASOLEOS VILLAGER;P;0,0;0,0;10560;3699;24;08
24400;CALLE BURDEOS  EN  PONFERRADA, 3;L-D: 24H;42.554389;PONFERRADA;-6,613417;D;Ponferrada;0.955;;;;;;;;;;1.539;;1.689;1.445;;;;;1.605;;;;;LEÓN;dm;ZEPXA ECO;P;0,0;0,0;14909;3699;24;08
